year,origin_geoid,dest_geoid,flow,origin_name,dest_name
2020,29081,08011,189,Harrison County,Bent County
2018,27053,08071,670,Hennepin County,Las Animas County
2018,54027,08071,86,Hampshire County,Las Animas County
2018,08071,54083,689,Las Animas County,Randolph County
2019,08071,13315,25,Las Animas County,Wilcox County
2019,51790,08071,114,Staunton city,Las Animas County
2019,72153,08071,513,Yauco Municipio,Las Animas County
2019,38083,08071,721,Sheridan County,Las Animas County
2019,49043,08071,701,Summit County,Las Animas County
2020,08071,51145,761,Las Animas County,Powhatan County
2020,08071,17095,218,Las Animas County,Knox County
2018,08031,02013,46,Denver County,Aleutians East Borough
2018,08031,38095,652,Denver County,Towner County
2018,08031,05009,306,Denver County,Boone County
2018,08031,09009,329,Denver County,New Haven County
2019,08031,45071,212,Denver County,Newberry County
2019,72153,08031,829,Yauco Municipio,Denver County
2019,08031,56027,595,Denver County,Niobrara County
2019,45009,08031,367,Bamberg County,Denver County
2020,16051,08031,515,Jefferson County,Denver County
2020,08031,05009,289,Denver County,Boone County
2020,23027,08031,719,Waldo County,Denver County
2020,08031,36025,282,Denver County,Delaware County
2020,30101,08031,437,Toole County,Denver County
2018,08023,06069,204,Costilla County,San Benito County
2018,05127,08023,925,Scott County,Costilla County
2018,08023,38007,987,Costilla County,Billings County
2018,08023,22123,362,Costilla County,West Carroll Parish
2018,38011,08023,549,Bowman County,Costilla County
2019,08023,72025,821,Costilla County,Caguas Municipio
2019,19081,08023,57,Hancock County,Costilla County
2019,08023,04027,644,Costilla County,Yuma County
2019,21021,08023,828,Boyle County,Costilla County
2020,27045,08023,200,Fillmore County,Costilla County
2020,08023,12083,499,Costilla County,Marion County
2020,08023,49027,411,Costilla County,Millard County
2020,53027,08023,896,Grays Harbor County,Costilla County
2018,08049,08011,956,Grand County,Bent County
2018,08049,17061,974,Grand County,Greene County
2019,08049,23029,590,Grand County,Washington County
2019,08049,55025,11,Grand County,Dane County
2019,08049,33011,128,Grand County,Hillsborough County
2019,08049,11001,995,Grand County,District of Columbia
2020,08049,51105,348,Grand County,Lee County
2020,24013,08049,562,Carroll County,Grand County
2018,48381,08121,596,Randall County,Washington County
2018,08121,50003,238,Washington County,Bennington County
2018,08121,01073,900,Washington County,Jefferson County
2019,01081,08121,533,Lee County,Washington County
2019,08001,08121,679,Adams County,Washington County
2019,25027,08121,657,Worcester County,Washington County
2019,30011,08121,81,Carter County,Washington County
2020,23003,08121,633,Aroostook County,Washington County
2020,08121,08011,989,Washington County,Bent County
2020,08121,51087,551,Washington County,Henrico County
2018,02220,09003,333,Sitka City and Borough,Hartford County
2018,53027,09003,21,Grays Harbor County,Hartford County
2019,46129,09003,912,Walworth County,Hartford County
2019,27021,09003,990,Cass County,Hartford County
2019,27153,09003,564,Todd County,Hartford County
2019,22123,09003,417,West Carroll Parish,Hartford County
2020,01019,09003,472,Cherokee County,Hartford County
2020,09003,19021,562,Hartford County,Buena Vista County
2018,09011,24045,413,New London County,Wicomico County
2018,09011,36113,406,New London County,Warren County
2018,39137,09011,834,Putnam County,New London County
2019,09011,40071,208,New London County,Kay County
2019,09011,53055,816,New London County,San Juan County
2019,09011,37161,742,New London County,Rutherford County
2019,51083,09011,453,Halifax County,New London County
2020,09011,56001,313,New London County,Albany County
2020,37167,09011,440,Stanly County,New London County
2020,13315,09011,347,Wilcox County,New London County
2020,27135,09011,380,Roseau County,New London County
2018,09001,56017,430,Fairfield County,Hot Springs County
2018,09001,13287,605,Fairfield County,Turner County
2019,21111,09001,985,Jefferson County,Fairfield County
2019,18053,09001,881,Grant County,Fairfield County
2019,09001,18145,503,Fairfield County,Shelby County
2020,09001,12027,153,Fairfield County,DeSoto County
2020,09001,54053,365,Fairfield County,Mason County
2018,09015,50025,327,Windham County,Windham County
2018,17081,09015,433,Jefferson County,Windham County
2018,09015,06027,79,Windham County,Inyo County
2018,09015,12083,387,Windham County,Marion County
2018,16051,09015,551,Jefferson County,Windham County
2019,25025,09015,808,Suffolk County,Windham County
2019,09015,01019,49,Windham County,Cherokee County
2019,09015,26063,596,Windham County,Huron County
2020,09015,04015,975,Windham County,Mohave County
2020,32001,09015,135,Churchill County,Windham County
2020,09015,18021,887,Windham County,Clay County
2018,09005,32029,71,Litchfield County,Storey County
2018,09005,51790,29,Litchfield County,Staunton city
2018,09005,20095,341,Litchfield County,Kingman County
2019,32029,09005,257,Storey County,Litchfield County
2019,01091,09005,650,Marengo County,Litchfield County
2019,09005,15009,780,Litchfield County,Maui County
2019,30039,09005,15,Granite County,Litchfield County
2019,09005,16049,376,Litchfield County,Idaho County
2020,09005,24003,37,Litchfield County,Anne Arundel County
2020,12075,09005,747,Levy County,Litchfield County
2020,22105,09005,247,Tangipahoa Parish,Litchfield County
2020,28025,09005,539,Clay County,Litchfield County
2020,09011,09005,685,New London County,Litchfield County
2018,09009,25025,579,New Haven County,Suffolk County
2018,09009,01123,134,New Haven County,Tallapoosa County
2019,39153,09009,957,Summit County,New Haven County
2019,36115,09009,639,Washington County,New Haven County
2019,09009,05021,326,New Haven County,Clay County
2019,49001,09009,178,Beaver County,New Haven County
2020,09009,25001,440,New Haven County,Barnstable County
2020,18145,09009,733,Shelby County,New Haven County
2018,09007,02070,433,Middlesex County,Dillingham Census Area
2018,09007,05127,855,Middlesex County,Scott County
2018,26037,09007,382,Clinton County,Middlesex County
2018,09007,20209,81,Middlesex County,Wyandotte County
2019,09007,18111,31,Middlesex County,Newton County
2019,01025,09007,664,Clarke County,Middlesex County
2020,16075,09007,277,Payette County,Middlesex County
2020,09007,72001,35,Middlesex County,Adjuntas Municipio
2020,09007,19001,633,Middlesex County,Adair County
2018,09013,51065,819,Tolland County,Fluvanna County
2018,09013,54065,173,Tolland County,Morgan County
2018,09013,08115,52,Tolland County,Sedgwick County
2018,13299,09013,614,Ware County,Tolland County
2019,09013,47021,710,Tolland County,Cheatham County
2019,16017,09013,809,Bonner County,Tolland County
2019,08115,09013,202,Sedgwick County,Tolland County
2020,04005,09013,267,Coconino County,Tolland County
2020,09013,18081,697,Tolland County,Johnson County
2020,09013,51790,665,Tolland County,Staunton city
2020,40071,09013,904,Kay County,Tolland County
2020,34033,09013,897,Salem County,Tolland County
2018,10001,40021,943,Kent County,Cherokee County
2018,29023,10001,830,Butler County,Kent County
2018,10001,06051,381,Kent County,Mono County
2018,10001,42033,585,Kent County,Clearfield County
2019,10001,54011,180,Kent County,Cabell County
2019,10001,44007,52,Kent County,Providence County
2019,10001,50019,455,Kent County,Orleans County
2019,12123,10001,906,Taylor County,Kent County
2020,32031,10001,590,Washoe County,Kent County
2020,45009,10001,55,Bamberg County,Kent County
2020,10001,25005,510,Kent County,Bristol County
2018,10003,42073,821,New Castle County,Lawrence County
2018,10003,01129,339,New Castle County,Washington County
2018,10003,72065,955,New Castle County,Hatillo Municipio
2019,72021,10003,176,Bayamón Municipio,New Castle County
2019,18045,10003,539,Fountain County,New Castle County
2020,32005,10003,721,Douglas County,New Castle County
2020,10003,51105,535,New Castle County,Lee County
2018,26037,10005,818,Clinton County,Sussex County
2018,19081,10005,344,Hancock County,Sussex County
2018,10005,04003,25,Sussex County,Cochise County
2018,10005,08023,880,Sussex County,Costilla County
2019,29021,10005,324,Buchanan County,Sussex County
2019,09009,10005,921,New Haven County,Sussex County
2020,10005,12123,514,Sussex County,Taylor County
2020,10005,38065,819,Sussex County,Oliver County
2020,10005,50027,434,Sussex County,Windsor County
2018,11001,50003,230,District of Columbia,Bennington County
2018,11001,05139,558,District of Columbia,Union County
2019,50011,11001,479,Franklin County,District of Columbia
2019,40133,11001,196,Seminole County,District of Columbia
2019,11001,28107,209,District of Columbia,Panola County
2020,11001,10005,456,District of Columbia,Sussex County
2020,49045,11001,654,Tooele County,District of Columbia
2018,47145,12075,370,Roane County,Levy County
2018,11001,12075,582,District of Columbia,Levy County
2018,12075,48013,720,Levy County,Atascosa County
2018,50001,12075,937,Addison County,Levy County
2019,12027,12075,598,DeSoto County,Levy County
2019,26009,12075,417,Antrim County,Levy County
2019,12075,30011,659,Levy County,Carter County
2019,26009,12075,597,Antrim County,Levy County
2020,12075,33003,630,Levy County,Carroll County
2020,12075,30001,638,Levy County,Beaverhead County
2020,12075,46035,922,Levy County,Davison County
2018,27137,12035,759,St. Louis County,Flagler County
2018,18089,12035,167,Lake County,Flagler County
2019,24019,12035,654,Dorchester County,Flagler County
2019,12035,37089,824,Flagler County,Henderson County
2019,12035,45025,939,Flagler County,Chesterfield County
2019,72025,12035,94,Caguas Municipio,Flagler County
2019,35059,12035,386,Union County,Flagler County
2020,12035,19021,340,Flagler County,Buena Vista County
2020,51145,12035,536,Powhatan County,Flagler County
2020,12035,53073,997,Flagler County,Whatcom County
2020,05001,12035,51,Arkansas County,Flagler County
2018,35023,12009,695,Hidalgo County,Brevard County
2018,25009,12009,991,Essex County,Brevard County
2018,19085,12009,213,Harrison County,Brevard County
2019,12009,39137,899,Brevard County,Putnam County
2019,15009,12009,907,Maui County,Brevard County
2019,12009,29021,447,Brevard County,Buchanan County
2019,10003,12009,564,New Castle County,Brevard County
2020,12009,53027,678,Brevard County,Grays Harbor County
2020,50001,12009,864,Addison County,Brevard County
2020,12009,49033,184,Brevard County,Rich County
2020,12009,34033,476,Brevard County,Salem County
2018,12019,04017,558,Clay County,Navajo County
2018,12019,23003,189,Clay County,Aroostook County
2018,02070,12019,319,Dillingham Census Area,Clay County
2018,12019,39009,650,Clay County,Athens County
2019,12019,33009,398,Clay County,Grafton County
2019,20107,12019,890,Linn County,Clay County
2019,12019,37079,359,Clay County,Greene County
2020,12019,30067,563,Clay County,Park County
2020,47001,12019,607,Anderson County,Clay County
2020,12019,25003,491,Clay County,Berkshire County
2020,39037,12019,895,Darke County,Clay County
2018,12091,41063,169,Okaloosa County,Wallowa County
2018,34003,12091,556,Bergen County,Okaloosa County
2018,12091,21111,273,Okaloosa County,Jefferson County
2018,08049,12091,300,Grand County,Okaloosa County
2018,12091,36025,614,Okaloosa County,Delaware County
2019,12091,39137,131,Okaloosa County,Putnam County
2019,09011,12091,310,New London County,Okaloosa County
2020,12091,25009,783,Okaloosa County,Essex County
2020,13113,12091,27,Fayette County,Okaloosa County
2020,36001,12091,461,Albany County,Okaloosa County
2020,12091,08115,572,Okaloosa County,Sedgwick County
2018,12083,06001,699,Marion County,Alameda County
2018,56001,12083,990,Albany County,Marion County
2018,08087,12083,791,Morgan County,Marion County
2018,56011,12083,58,Crook County,Marion County
2018,54087,12083,162,Roane County,Marion County
2019,50017,12083,914,Orange County,Marion County
2019,12083,08011,667,Marion County,Bent County
2019,23001,12083,447,Androscoggin County,Marion County
2020,04015,12083,763,Mohave County,Marion County
2020,12083,53031,124,Marion County,Jefferson County
2020,12083,17081,977,Marion County,Jefferson County
2018,12123,13191,970,Taylor County,McIntosh County
2018,12123,08011,943,Taylor County,Bent County
2018,21111,12123,900,Jefferson County,Taylor County
2018,12123,09009,737,Taylor County,New Haven County
2018,72067,12123,709,Hormigueros Municipio,Taylor County
2019,20091,12123,449,Johnson County,Taylor County
2019,54025,12123,415,Greenbrier County,Taylor County
2019,38087,12123,867,Slope County,Taylor County
2019,21021,12123,942,Boyle County,Taylor County
2020,39135,12123,49,Preble County,Taylor County
2020,12123,49055,559,Taylor County,Wayne County
2020,12123,05123,304,Taylor County,St. Francis County
2020,36097,12123,77,Schuyler County,Taylor County
2018,12011,50017,27,Broward County,Orange County
2018,12011,10003,899,Broward County,New Castle County
2018,18001,12011,685,Adams County,Broward County
2019,12011,24039,868,Broward County,Somerset County
2019,21053,12011,408,Clinton County,Broward County
2019,01009,12011,64,Blount County,Broward County
2020,24039,12011,784,Somerset County,Broward County
2020,12011,40071,734,Broward County,Kay County
2020,55107,12011,356,Rusk County,Broward County
2020,44003,12011,682,Kent County,Broward County
2018,12129,18021,517,Wakulla County,Clay County
2018,12129,34033,510,Wakulla County,Salem County
2018,12129,48159,369,Wakulla County,Franklin County
2018,12129,47147,656,Wakulla County,Robertson County
2019,12129,22089,573,Wakulla County,St. Charles Parish
2019,12129,36011,568,Wakulla County,Cayuga County
2020,39001,12129,805,Adams County,Wakulla County
2020,12129,53073,658,Wakulla County,Whatcom County
2020,19001,12129,197,Adair County,Wakulla County
2020,12129,02110,177,Wakulla County,Juneau City and Borough
2018,12027,36051,835,DeSoto County,Livingston County
2018,50019,12027,586,Orleans County,DeSoto County
2018,34003,12027,770,Bergen County,DeSoto County
2019,16025,12027,120,Camas County,DeSoto County
2019,12027,42123,151,DeSoto County,Warren County
2019,45017,12027,140,Calhoun County,DeSoto County
2020,12027,42081,638,DeSoto County,Lycoming County
2020,54011,12027,789,Cabell County,DeSoto County
2020,24039,12027,243,Somerset County,DeSoto County
2020,12027,53067,439,DeSoto County,Thurston County
2018,51083,13159,445,Halifax County,Jasper County
2018,27053,13159,613,Hennepin County,Jasper County
2018,53061,13159,430,Snohomish County,Jasper County
2018,23029,13159,295,Washington County,Jasper County
2018,13159,01025,277,Jasper County,Clarke County
2019,09011,13159,51,New London County,Jasper County
2019,13159,18001,932,Jasper County,Adams County
